NodeIdx,Region,D_susc_anderson,D_susc_arnold_mean,D_susc_arnold_std,z_susc,D_infl_anderson,D_infl_arnold_mean,D_infl_arnold_std,z_infl
5,L-CORTEX_TEMPORAL_ASSOC,232.72798664218,166.598333331276,5.75627231655822,11.4882774257705,232.72798664218,166.598333331276,5.75627231655822,11.4882774257705
38,R-CORTEX_TEMPORAL_ASSOC,292.550056851292,168.714021112011,16.2851306877753,7.60423960442889,292.550056851292,168.714021112011,16.2851306877753,7.60423960442889
43,R-PARAHIPPOCAMPAL/ENTORHINAL,252.484798348335,148.602687390934,20.0381599747185,5.18421407397014,252.484798348335,148.602687390934,20.0381599747185,5.18421407397014
4,L-CORTEX_AUDITORY,319.762910423053,199.515373934256,32.9123300349201,3.65357105866445,319.762910423053,199.515373934256,32.9123300349201,3.65357105866445
58,R-CEREBELLUM,134.262660546786,129.659022988601,1.29121777324022,3.56534556260977,134.262660546786,129.659022988601,1.29121777324022,3.56534556260977
37,R-CORTEX_AUDITORY,256.399423852058,210.09830221794,14.5816371481146,3.1753033739496,256.399423852058,210.09830221794,14.5816371481146,3.1753033739496
41,R-CORTEX_GUSTATORY,396.303623266103,360.898125034738,12.4137842580183,2.85211161201676,396.303623266103,360.898125034738,12.4137842580183,2.85211161201676
27,L-LIMBIC_CORTEX,505.725141842361,438.801321523454,25.1854946052632,2.65723668992078,505.725141842361,438.801321523454,25.1854946052632,2.65723668992078
10,L-PARAHIPPOCAMPAL/ENTORHINAL,165.656651144888,140.901465616262,9.61679079866157,2.57416284152421,165.656651144888,140.901465616262,9.61679079866157,2.57416284152421
17,L-THALAMUS,119.574665309994,147.642717611309,11.7723775592789,-2.38422970720919,119.574665309994,147.642717611309,11.7723775592789,-2.38422970720919
55,R-MIDBRAIN,132.183736325183,117.513744859917,6.59614410388725,2.22402531451985,132.183736325183,117.513744859917,6.59614410388725,2.22402531451985
