node,L-CORTEX_VISUAL,L-CORTEX_SOMATOSENSORY,L-CORTEX_MOTOR,L-CORTEX_AUDITORY,L-CORTEX_TEMPORAL_ASSOC,L-CORTEX_PREFRONTAL,L-CORTEX_INSULAR,L-CORTEX_GUSTATORY,L-CORTEX_RETROSPLENIAL,L-PARAHIPPOCAMPAL/ENTORHINAL,L-HIPPOCAMPAL FORMATION,L-AMYGDALA,L-BASALGANGLIA_STRIATUM,L-BASALGANGLIA_PALLIDUM,L-SEPTUM,L-BASAL_FOREBRAIN,L-THALAMUS,L-THALAMUS_VISUAL,L-THALAMUS_AUDITORY,L-HYPOTHALAMUS,L-EPITHALAMUS/HABENULA,L-MIDBRAIN,L-PONS,L-MEDULLA,L-CEREBELLUM,L-OLFACTORY,L-LIMBIC_CORTEX,L-WHITE_MATTER,L-VENTRICLES_CSF,L-CRANIAL_NERVES,L-ISOCORTEX_MASK,L-GLOBAL_MASKS,L-BACKGROUND,R-CORTEX_VISUAL,R-CORTEX_SOMATOSENSORY,R-CORTEX_MOTOR,R-CORTEX_AUDITORY,R-CORTEX_TEMPORAL_ASSOC,R-CORTEX_PREFRONTAL,R-CORTEX_INSULAR,R-CORTEX_GUSTATORY,R-CORTEX_RETROSPLENIAL,R-PARAHIPPOCAMPAL/ENTORHINAL,R-HIPPOCAMPAL FORMATION,R-AMYGDALA,R-BASALGANGLIA_STRIATUM,R-BASALGANGLIA_PALLIDUM,R-SEPTUM,R-BASAL_FOREBRAIN,R-THALAMUS,R-THALAMUS_VISUAL,R-THALAMUS_AUDITORY,R-HYPOTHALAMUS,R-EPITHALAMUS/HABENULA,R-MIDBRAIN,R-PONS,R-MEDULLA,R-CEREBELLUM,R-OLFACTORY,R-LIMBIC_CORTEX,R-WHITE_MATTER,R-VENTRICLES_CSF,R-CRANIAL_NERVES,R-ISOCORTEX_MASK,R-GLOBAL_MASKS,R-BACKGROUND
L-CORTEX_VISUAL,2868.196542,3581.308291,1119.636529,2196.149866,2068.199189,480.144994,505.667511,75.403594,1545.360065,4956.2877419999995,3601.0349189999997,794.269354,1008.542997,71.758854,39.333244,248.008533,1130.106102,369.674304,34.032972,592.456204,11.184683,2940.908845,2392.192544,294.49426400000004,1126.441431,3465.0812709999996,41.702802,2321.990153,575.945794,1065.121216,2.0784599999999998,11.179393000000001,0.0,1106.5115739999999,1501.121885,380.99375,305.1013,369.254424,261.67098,222.707408,54.203337,219.05134099999998,291.878776,211.786368,103.11201299999999,344.024924,4.683735,56.997263,251.397683,638.927042,19.857048,4.401228,868.869296,29.613757999999997,1205.6029700000001,429.001717,129.838889,896.0666,906.443884,52.434878,740.996827,230.17922099999998,174.661773,9.535799,4.816397,0.0
L-CORTEX_SOMATOSENSORY,3581.308291,9779.945134,7988.557696999999,1908.71251,1698.205921,4138.9606,5889.8683679999995,823.6859099999999,1525.97454,3732.548756,5554.653521,2684.426461,6134.086114,319.88631,152.899079,1307.82026,2443.122367,41.545986,65.918061,1506.764069,35.628184,1362.790269,1355.584224,254.715103,1686.219573,17778.763779,688.017069,4583.787944,920.593622,1356.891933,1.111256,9.241984,0.0,1510.3544,12031.39503,5391.758675,287.422528,453.936653,1645.834084,941.175658,309.83874299999997,1320.512314,398.450904,210.938376,74.371157,1320.7537120000002,11.396241,213.865918,836.285122,415.578451,28.702478000000003,1.643328,1012.185096,93.418859,301.075816,163.57501200000002,70.402973,206.056339,3951.2852949999997,230.874259,666.787314,141.953874,199.050693,15.646184,0.0,0.0
L-CORTEX_MOTOR,1119.636529,7988.557697,10908.447998,487.92960600000004,702.328205,3823.6699750000002,2234.0316470000002,344.704341,714.97342,1149.46047,4206.772969,972.203673,6958.871579999999,170.08220500000002,439.13903999999997,1398.6078699999998,2100.642984,23.336776,33.289812000000005,3070.9498360000002,11.603765,1107.054019,556.239435,177.537715,1740.594555,9599.394331,516.01672,3262.5051280000002,844.767769,1680.36797,0.0,8.407026,0.0,709.6750460000001,3286.842189,4785.64186,334.162385,737.224792,1986.941224,857.929128,158.56381199999998,188.475923,744.284364,209.935983,136.224494,1559.1894929999999,12.422806000000001,239.20741999999998,1207.76888,598.203293,55.111686000000006,2.283373,2421.396553,89.601204,464.21645099999995,316.85290299999997,140.788263,274.176129,5481.572644,62.010332000000005,1010.949475,103.127943,268.01160400000003,14.2434,2.63605,0.0
L-CORTEX_AUDITORY,2196.149866,1908.71251,487.92960600000004,459.851076,1787.5450779999999,347.183404,917.2201080000001,29.114935,1153.275614,2232.01264,4960.297936,456.936239,640.423063,18.294515,16.500115,107.422731,151.596414,17.25919,9.081280000000001,100.699951,2.8729839999999998,462.640834,572.470853,26.136887,124.841071,3006.0118899999998,23.774549999999998,1922.6585000000002,47.284309,413.615439,0.0,2.924339,0.0,652.276077,414.820071,139.48629499999998,46.630572,90.503184,108.763059,72.928952,18.888911,107.29415,38.042689,44.301359,15.446506999999999,118.71124900000001,0.0,20.416803,77.591156,80.575429,4.745344,0.401669,138.816597,3.146142,326.59141700000004,18.483125,11.807975,20.143252,251.178192,4.969816,109.659821,20.957409000000002,36.899904,0.650301,1.34813,0.0
L-CORTEX_TEMPORAL_ASSOC,2068.199189,1698.205921,702.3282049999999,1787.545078,2093.8211539999998,482.448249,475.21337,46.605754999999995,1070.672397,4040.074245,3151.741137,989.5422659999999,1677.988229,92.265137,46.47236100000001,294.943535,595.927971,91.167781,18.530020999999998,521.488989,11.970367,3225.595018,1669.677304,435.76417899999996,470.91951700000004,3006.927,26.156093000000002,1957.194772,249.70027499999998,922.6679910000001,0.0,3.8544080000000003,0.0,2325.610397,839.003466,281.637211,277.786337,368.437343,162.45964,192.946841,38.129898,342.131795,198.984281,159.396959,63.337071,294.153141,5.530258,50.625761999999995,233.42028100000002,298.790126,18.375403,2.301701,712.444525,16.104776,1937.89436,228.756358,305.15761299999997,163.316258,715.633338,27.462029,614.419341,79.061873,181.32157700000002,7.3108450000000005,0.0,0.0
L-CORTEX_PREFRONTAL,480.144994,4138.9606,3823.6699750000002,347.183404,482.448249,1171.764214,1558.837577,502.168455,344.299909,925.236533,1045.885964,352.446344,3056.089196,14.500565,372.664334,696.82249,712.18672,13.780048,13.344135999999999,1328.531054,6.590267,563.26939,364.204243,54.0301,782.0406849999999,3866.401789,184.26075,1339.692128,267.26994,841.3814120000001,0.507515,1.978744,0.0,454.613091,1811.554426,1167.113283,199.798747,474.995778,865.770955,489.407333,111.414888,143.500649,407.021653,132.094541,112.969084,957.480286,24.871747999999997,174.63518499999998,702.792052,383.800785,40.353223,1.168382,1983.7670090000001,27.12032,351.077949,248.47449099999997,113.473576,229.20998799999998,3126.4707430000003,40.87164,804.867235,91.394032,274.349245,10.041867,0.495293,0.0
L-CORTEX_INSULAR,505.667511,5889.868368,2234.031647,917.220108,475.21337,1558.837577,616.0061900000001,208.00049399999997,315.089688,1149.5938469999999,1770.7500420000001,771.2929489999999,3549.798318,41.659774999999996,130.553941,522.3482730000001,813.01516,43.82791,22.886992,1172.985916,30.822615,615.435021,628.069933,84.89783700000001,503.632968,5482.969262,69.577512,1548.9492910000001,436.30151100000006,867.755461,1.11833,3.740599,0.0,1132.749313,3932.6287620000003,980.184493,400.68422599999997,681.09757,778.153168,698.085461,237.889325,343.424313,535.306819,298.833698,66.605368,858.077126,12.496134999999999,262.351046,455.99978,525.259151,41.259102,2.626435,942.608224,66.028705,293.18764600000003,219.176404,92.575869,202.900966,2405.1912340000003,86.885105,776.101182,163.48982099999998,266.455352,12.259099,0.28955,0.0
L-CORTEX_GUSTATORY,75.403594,823.68591,344.704341,29.114935,46.605755,502.168455,208.00049399999997,10.494748,41.425537999999996,127.737242,171.912928,317.94708599999996,278.02837999999997,13.786249999999999,30.599663,69.33842,146.271323,1.57963,5.278741,167.24056000000002,9.27631,88.286513,118.97908300000002,23.71799,97.497186,1390.660994,18.861580999999997,162.001204,93.852396,112.707341,0.0,0.0,0.0,103.794676,1503.252371,448.477016,39.455645,77.725023,245.905608,140.283594,48.097567,118.509202,61.277326,50.617124000000004,10.148566,101.774237,0.355553,60.105421,88.62892,74.958753,5.622464000000001,0.0,113.12375300000001,9.967466,57.914718,53.127473,26.61533,34.574961,588.723157,12.659755,129.590521,28.929139,18.589256,1.7382,0.709919,0.0
L-CORTEX_RETROSPLENIAL,1545.360065,1525.9745400000002,714.97342,1153.275614,1070.672397,344.299909,315.089688,41.425538,10.150634,899.141506,366.694624,202.22847499999997,155.381474,14.584448,15.891041,35.26808,157.787212,31.379067,3.4068699999999996,436.966634,0.891707,1085.23685,691.160625,164.890315,932.190829,881.663808,14.47437,687.511144,127.96208999999999,274.547444,0.0,5.056234,0.0,233.757291,170.872262,704.268746,83.42781500000001,144.87468,375.175983,76.89143,10.645843,30.105634,119.65917200000001,40.287042,28.911609,189.863126,1.984908,12.369330999999999,148.31491,270.932459,11.143547000000002,2.145438,575.739876,17.515201,204.19481100000002,117.694259,57.523015,102.175041,365.46184900000003,14.009659,263.610295,32.586142,57.507058,3.403274,0.0,0.0
L-PARAHIPPOCAMPAL/ENTORHINAL,4956.287742,3732.548756,1149.46047,2232.01264,4040.0742450000002,925.236533,1149.5938469999999,127.737242,899.1415059999999,6506.3482,8623.424774,2384.154428,1797.419816,137.68091,62.678367,318.77698,1148.488194,203.74688,69.091727,966.936472,17.813644,5746.93414,1397.27321,94.46729,996.36892,4283.86514,41.429694000000005,2655.894795,277.605779,2161.06206,3.46252,2.886659,0.0,3666.369955,1332.544498,490.50442,669.745555,1164.678304,318.153289,344.853953,49.687981,464.826212,698.345189,425.54391300000003,245.925469,458.18132,7.1095310000000005,73.951701,412.202002,765.0604000000001,39.639159,19.298605000000002,2068.874765,60.535309,2965.410385,249.154323,127.754202,813.135889,1212.978555,32.098468,1331.330851,100.84427699999999,270.08194000000003,15.948129999999999,1.0661,0.0
