compact_idx,raw_id,base_raw_id,hemi,name,name_pretty
1001,2972,972,R,R-SSp-bfd2-3,R-CORTEX_SOMATOSENSORY
1002,2973,973,R,R-SSp-bfd4,R-CORTEX_SOMATOSENSORY
1003,2974,974,R,R-SSp-bfd5,R-CORTEX_SOMATOSENSORY
1004,2975,975,R,R-SSp-bfd6a,R-CORTEX_SOMATOSENSORY
1005,2976,976,R,R-SSp-bfd6b,R-CORTEX_SOMATOSENSORY
1006,2978,978,R,R-SSp-ll1,R-CORTEX_SOMATOSENSORY
1007,2979,979,R,R-SSp-ll2-3,R-CORTEX_SOMATOSENSORY
1008,2980,980,R,R-SSp-ll4,R-CORTEX_SOMATOSENSORY
1009,2981,981,R,R-SSp-ll5,R-CORTEX_SOMATOSENSORY
1010,2982,982,R,R-SSp-ll6a,R-CORTEX_SOMATOSENSORY
1011,2983,983,R,R-SSp-ll6b,R-CORTEX_SOMATOSENSORY
1012,2984,984,R,R-SSp-m,R-CORTEX_SOMATOSENSORY
1013,2985,985,R,R-SSp-m1,R-CORTEX_SOMATOSENSORY
1014,2987,987,R,R-SSp-m4,R-CORTEX_SOMATOSENSORY
1015,2988,988,R,R-SSp-m5,R-CORTEX_SOMATOSENSORY
1016,2989,989,R,R-SSp-m6a,R-CORTEX_SOMATOSENSORY
1017,2990,990,R,R-SSp-m6b,R-CORTEX_SOMATOSENSORY
1018,2992,992,R,R-SSp-n1,R-CORTEX_SOMATOSENSORY
1019,2993,993,R,R-SSp-n2-3,R-CORTEX_SOMATOSENSORY
1020,2994,994,R,R-SSp-n4,R-CORTEX_SOMATOSENSORY
1021,2995,995,R,R-SSp-n5,R-CORTEX_SOMATOSENSORY
1022,2996,996,R,R-SSp-n6a,R-CORTEX_SOMATOSENSORY
1023,2997,997,R,R-SSp-n6b,R-CORTEX_SOMATOSENSORY
1024,2999,999,R,R-SSp-tr1,R-CORTEX_SOMATOSENSORY
1025,3000,1000,R,R-SSp-tr2-3,R-CORTEX_SOMATOSENSORY
1026,3001,1001,R,R-SSp-tr4,R-CORTEX_SOMATOSENSORY
1027,3002,1002,R,R-SSp-tr5,R-CORTEX_SOMATOSENSORY
1028,3003,1003,R,R-SSp-tr6a,R-CORTEX_SOMATOSENSORY
1029,3004,1004,R,R-SSp-tr6b,R-CORTEX_SOMATOSENSORY
1030,3006,1006,R,R-SSp-ul1,R-CORTEX_SOMATOSENSORY
1031,3007,1007,R,R-SSp-ul2-3,R-CORTEX_SOMATOSENSORY
1032,3008,1008,R,R-SSp-ul4,R-CORTEX_SOMATOSENSORY
1033,3009,1009,R,R-SSp-ul5,R-CORTEX_SOMATOSENSORY
1034,3010,1010,R,R-SSp-ul6a,R-CORTEX_SOMATOSENSORY
1035,3011,1011,R,R-SSp-ul6b,R-CORTEX_SOMATOSENSORY
1036,3012,1012,R,R-SSp-un,R-CORTEX_SOMATOSENSORY
1037,3013,1013,R,R-SSp-un1,R-CORTEX_SOMATOSENSORY
1038,3014,1014,R,R-SSp-un2-3,R-CORTEX_SOMATOSENSORY
1039,3016,1016,R,R-SSp-un5,R-CORTEX_SOMATOSENSORY
1040,3017,1017,R,R-SSp-un6a,R-CORTEX_SOMATOSENSORY
1041,3020,1020,R,R-SSs1,R-CORTEX_SOMATOSENSORY
1042,3021,1021,R,R-SSs2-3,R-CORTEX_SOMATOSENSORY
1043,3022,1022,R,R-SSs4,R-CORTEX_SOMATOSENSORY
1044,3023,1023,R,R-SSs5,R-CORTEX_SOMATOSENSORY
1045,3024,1024,R,R-SSs6a,R-CORTEX_SOMATOSENSORY
1046,3025,1025,R,R-SSs6b,R-CORTEX_SOMATOSENSORY
1047,3027,1027,R,R-st,R-WHITE_MATTER
1048,3030,1030,R,R-STN,R-BASALGANGLIA_PALLIDUM
1049,3032,1032,R,R-STR,R-BASALGANGLIA_STRIATUM
1050,3037,1037,R,R-SUB,R-HIPPOCAMPAL FORMATION
1051,3042,1042,R,R-SubG,R-THALAMUS
1052,3047,1047,R,R-SUM,R-HYPOTHALAMUS
1053,3054,1054,R,R-SUT,R-PONS
1054,3055,1055,R,R-SUV,R-PONS
1055,3056,1056,R,R-sV,R-VENTRICLES_CSF
1056,3058,1058,R,R-tb,R-WHITE_MATTER
1057,3061,1061,R,R-TEa1,R-CORTEX_TEMPORAL_ASSOC
1058,3062,1062,R,R-TEa2-3,R-CORTEX_TEMPORAL_ASSOC
1059,3063,1063,R,R-TEa4,R-CORTEX_TEMPORAL_ASSOC
1060,3064,1064,R,R-TEa5,R-CORTEX_TEMPORAL_ASSOC
1061,3065,1065,R,R-TEa6a,R-CORTEX_TEMPORAL_ASSOC
1062,3066,1066,R,R-TEa6b,R-CORTEX_TEMPORAL_ASSOC
1063,3067,1067,R,R-TH,R-THALAMUS
1064,3069,1069,R,R-TMd,R-HYPOTHALAMUS
1065,3070,1070,R,R-TMv,R-HYPOTHALAMUS
1066,3073,1073,R,R-TR,R-PONS
1067,3078,1078,R,R-TRN,R-PONS
1068,3079,1079,R,R-TRS,R-PONS
1069,3082,1082,R,R-tspc,R-WHITE_MATTER
1070,3085,1085,R,R-TTd,R-OLFACTORY
1071,3092,1092,R,R-TTv,R-OLFACTORY
1072,3097,1097,R,R-TU,R-HYPOTHALAMUS
1073,3098,1098,R,R-uf,R-WHITE_MATTER
1074,3099,1099,R,R-UVU,R-CEREBELLUM
1075,3103,1103,R,R-V,R-CRANIAL_NERVES
1076,3104,1104,R,R-V3,R-CRANIAL_NERVES
1077,3105,1105,R,R-V4,R-CORTEX_VISUAL
1078,3106,1106,R,R-V4r,R-CORTEX_VISUAL
1079,3107,1107,R,R-VAL,R-VENTRICLES_CSF
1080,3109,1109,R,R-VCO,R-CORTEX_VISUAL
1081,3112,1112,R,R-vhc,R-WHITE_MATTER
1082,3113,1113,R,R-VI,R-CRANIAL_NERVES
1083,3114,1114,R,R-VII,R-CRANIAL_NERVES
1084,3116,1116,R,R-VIIn,R-MEDULLA
1085,3126,1126,R,R-VISal1,R-CORTEX_VISUAL
1086,3127,1127,R,R-VISal2-3,R-CORTEX_VISUAL
1087,3128,1128,R,R-VISal4,R-CORTEX_VISUAL
1088,3129,1129,R,R-VISal5,R-CORTEX_VISUAL
1089,3130,1130,R,R-VISal6a,R-CORTEX_VISUAL
1090,3133,1133,R,R-VISam1,R-CORTEX_VISUAL
1091,3134,1134,R,R-VISam2-3,R-CORTEX_VISUAL
1092,3135,1135,R,R-VISam4,R-CORTEX_VISUAL
1093,3136,1136,R,R-VISam5,R-CORTEX_VISUAL
1094,3137,1137,R,R-VISam6a,R-CORTEX_VISUAL
1095,3140,1140,R,R-VISC1,R-CORTEX_VISUAL
1096,3141,1141,R,R-VISC2-3,R-CORTEX_VISUAL
1097,3142,1142,R,R-VISC4,R-CORTEX_VISUAL
1098,3143,1143,R,R-VISC5,R-CORTEX_VISUAL
1099,3144,1144,R,R-VISC6a,R-CORTEX_VISUAL
1100,3147,1147,R,R-VISl1,R-CORTEX_VISUAL
1101,3148,1148,R,R-VISl23,R-CORTEX_VISUAL
1102,3149,1149,R,R-VISl4,R-CORTEX_VISUAL
1103,3150,1150,R,R-VISl5,R-CORTEX_VISUAL
1104,3151,1151,R,R-VISl6a,R-CORTEX_VISUAL
1105,3152,1152,R,R-VISl6b,R-CORTEX_VISUAL
1106,3154,1154,R,R-VISp1,R-CORTEX_VISUAL
1107,3155,1155,R,R-VISp2-3,R-CORTEX_VISUAL
1108,3156,1156,R,R-VISp4,R-CORTEX_VISUAL
1109,3157,1157,R,R-VISp5,R-CORTEX_VISUAL
1110,3158,1158,R,R-VISp6a,R-CORTEX_VISUAL
1111,3159,1159,R,R-VISp6b,R-CORTEX_VISUAL
1112,3161,1161,R,R-VISpl1,R-CORTEX_VISUAL
1113,3162,1162,R,R-VISpl2-3,R-CORTEX_VISUAL
1114,3164,1164,R,R-VISpl5,R-CORTEX_VISUAL
1115,3165,1165,R,R-VISpl6a,R-CORTEX_VISUAL
1116,3166,1166,R,R-VISpl6b,R-CORTEX_VISUAL
1117,3168,1168,R,R-VISpm1,R-CORTEX_VISUAL
1118,3169,1169,R,R-VISpm2-3,R-CORTEX_VISUAL
1119,3170,1170,R,R-VISpm4,R-CORTEX_VISUAL
1120,3171,1171,R,R-VISpm5,R-CORTEX_VISUAL
1121,3172,1172,R,R-VISpm6a,R-CORTEX_VISUAL
1122,3173,1173,R,R-VISpm6b,R-CORTEX_VISUAL
1123,3174,1174,R,R-VL,R-THALAMUS
1124,3175,1175,R,R-VLPO,R-THALAMUS
1125,3177,1177,R,R-VM,R-THALAMUS
1126,3178,1178,R,R-VMH,R-HYPOTHALAMUS
1127,3187,1187,R,R-VPL,R-THALAMUS
1128,3188,1188,R,R-VPLpc,R-THALAMUS
1129,3189,1189,R,R-VPM,R-THALAMUS
1130,3190,1190,R,R-VPMpc,R-THALAMUS
1131,3194,1194,R,R-VTA,R-MIDBRAIN
1132,3195,1195,R,R-vtd,R-WHITE_MATTER
1133,3196,1196,R,R-VTN,R-MIDBRAIN
1134,3197,1197,R,R-vVIIIn,R-MEDULLA
1135,3198,1198,R,R-x,R-MEDULLA
1136,3199,1199,R,R-XII,R-MEDULLA
1137,3203,1203,R,R-y,R-GLOBAL_MASKS
1138,3205,1205,R,R-ZI,R-THALAMUS
1139,3208,1208,R,R-VISa1,R-CORTEX_VISUAL
1140,3209,1209,R,R-VISa2-3,R-CORTEX_VISUAL
1141,3210,1210,R,R-VISa4,R-CORTEX_VISUAL
1142,3211,1211,R,R-VISa5,R-CORTEX_VISUAL
1143,3212,1212,R,R-VISa6a,R-CORTEX_VISUAL
1144,3213,1213,R,R-VISa6b,R-CORTEX_VISUAL
1145,3215,1215,R,R-VISli1,R-CORTEX_VISUAL
1146,3216,1216,R,R-VISli2-3,R-CORTEX_VISUAL
1147,3217,1217,R,R-VISli4,R-CORTEX_VISUAL
1148,3218,1218,R,R-VISli5,R-CORTEX_VISUAL
1149,3219,1219,R,R-VISli6a,R-CORTEX_VISUAL
1150,3220,1220,R,R-VISli6b,R-CORTEX_VISUAL
1151,3222,1222,R,R-VISpor1,R-CORTEX_VISUAL
1152,3223,1223,R,R-VISpor2-3,R-CORTEX_VISUAL
1153,3224,1224,R,R-VISpor4,R-CORTEX_VISUAL
1154,3225,1225,R,R-VISpor5,R-CORTEX_VISUAL
1155,3226,1226,R,R-VISpor6a,R-CORTEX_VISUAL
1156,3229,1229,R,R-VISrl1,R-CORTEX_VISUAL
1157,3230,1230,R,R-VISrl2-3,R-CORTEX_VISUAL
1158,3231,1231,R,R-VISrl4,R-CORTEX_VISUAL
1159,3232,1232,R,R-VISrl5,R-CORTEX_VISUAL
1160,3233,1233,R,R-VISrl6a,R-CORTEX_VISUAL
1161,3234,1234,R,R-VISrl6b,R-CORTEX_VISUAL
1162,3235,1235,R,R-APr,R-CORTEX_VISUAL
1163,3236,1236,R,R-ar,R-WHITE_MATTER
1164,3237,1237,R,R-ccb,R-CEREBELLUM
1165,3238,1238,R,R-or,R-WHITE_MATTER
1166,3239,1239,R,R-ProS,R-HIPPOCAMPAL FORMATION
1167,3248,1248,R,R-scwm,R-WHITE_MATTER
1168,3249,1249,R,R-stc,R-WHITE_MATTER
1169,3285,1285,R,R-LGd-sh,R-CORTEX_VISUAL
1170,3286,1286,R,R-LGd-co,R-THALAMUS_VISUAL
1171,3287,1287,R,R-LGd-ip,R-THALAMUS_VISUAL
1172,3288,1288,R,R-FRP5,R-CORTEX_MOTOR
1173,3289,1289,R,R-FRP6a,R-CORTEX_MOTOR
1174,3290,1290,R,R-FRP6b,R-CORTEX_MOTOR
1175,3292,1292,R,R-RPF,R-PONS
1176,3294,1294,R,R-MA3,R-MIDBRAIN
1177,3295,1295,R,R-P5,R-PONS
1178,3296,1296,R,R-Acs5,R-PONS
1179,3297,1297,R,R-PC5,R-PONS
1180,3300,1300,R,R-Eth,R-THALAMUS
1181,3302,1302,R,R-Xi,R-MEDULLA
1182,3303,1303,R,R-PIL,R-THALAMUS
1183,3304,1304,R,R-PoT,R-THALAMUS
1184,3305,1305,R,R-IntG,R-CEREBELLUM
1185,3306,1306,R,R-PeF,R-HYPOTHALAMUS
1186,3307,1307,R,R-VMPO,R-HYPOTHALAMUS
1187,3308,1308,R,R-HATA,R-HIPPOCAMPAL FORMATION
1188,3309,1309,R,R-VeCb,R-CEREBELLUM
1189,3310,1310,R,R-Pa5,R-PONS
1190,3311,1311,R,R-PDTg,R-MIDBRAIN
1191,3313,1313,R,R-Mml,R-HYPOTHALAMUS
1192,3314,1314,R,R-Mmm,R-HYPOTHALAMUS
1193,3315,1315,R,R-Mmp,R-HYPOTHALAMUS
1194,3316,1316,R,R-Mmd,R-HYPOTHALAMUS
1195,3318,1318,R,R-PN,R-PONS
1196,3319,1319,R,R-IPR,R-MIDBRAIN
1197,3320,1320,R,R-IPC,R-MIDBRAIN
1198,3321,1321,R,R-IPA,R-MIDBRAIN
1199,3322,1322,R,R-IPL,R-MIDBRAIN
1200,3323,1323,R,R-IPI,R-MIDBRAIN
1201,3325,1325,R,R-IPDL,R-MIDBRAIN
1202,3326,1326,R,R-IPRL,R-MIDBRAIN
1203,3327,1327,R,R-Su3,R-MEDULLA
